Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Soma,La Dalia,1307,2014,70%,Canada,3.25,Trinitario,Nicaragua
Soma,Maranon Canyon,1259,2014,70%,Canada,3.75,Forastero (Nacional),Peru
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70%,Canada,3.75,Forastero (Amelonado),Vanuatu
Soma,Porcelana,1594,2015,75%,Canada,4.0,Forastero (Catongo),Venezuela
Soma,CSB Chama,1594,2015,70%,Canada,3.5,Criollo,Venezuela
Soma,"Bahia Black, batch bra50722.1",1828,2016,70%,Canada,3.5,Forastero (Parazinho),Brazil
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62%,Canada,3.5,Forastero (Arriba) ASSS,Dominican Republic
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70%,Canada,3.25,Forastero (Catongo),Ecuador
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70%,Canada,3.5,Trinitario,Madagascar
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70%,Canada,3.75,Trinitario,Nicaragua
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75%,Canada,3.75,Criollo (Ocumare 77),"Ven.,Ecu.,Peru,Nic."
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70%,Canada,4.0,Trinitario,Vietnam
Soma,Arauca,2016,2017,70%,Canada,4.0,"Trinitario, Forastero",Colombia
Soma,Fiji,2016,2017,70%,Canada,3.25,Criollo (Amarru),Fiji
Soma,"Pisa, Creole Gardens",2068,2018,70%,Canada,3.0,"Criollo, Forastero",Haiti
Somerville,"Hawaiian, Big Island",1395,2014,70%,U.S.A.,3.5,"Trinitario, TCGA",Hawaii
Somerville,Nicaragua,1367,2014,70%,U.S.A.,3.25,Beniano,Nicaragua
Soul,Dominican Republic,1932,2017,70%,Canada,3.25,Amazon,Dominican Republic
Soul,Ecuador,1936,2017,75%,Canada,3.25,"Blend-Forastero,Criollo",Ecuador
Soul,Madagascar,1936,2017,70%,Canada,3.5,"Criollo, Forastero",Madagascar
Soul,Papua New Guinea,1936,2017,77%,Canada,3.25,"Forastero(Arriba, CCN)",Papua New Guinea
Soul,Tanzania,1940,2017,80%,Canada,3.5,"Trinitario, Forastero",Tanzania
Soul,Venezuela,1936,2017,75%,Canada,3.5,Trinitario (Scavina),Venezuela
Spagnvola,AgroCriso Plantation,793,2012,75%,U.S.A.,3.25,Criollo (Ocumare 77),Dominican Republic
Spagnvola,AgroCriso Plantation,793,2012,70%,U.S.A.,3.0,Criollo (Ocumare),Dominican Republic
Spagnvola,AgroCriso Plantation,793,2012,80%,U.S.A.,3.0,"Criollo, +",Dominican Republic
Spencer,Malekula Island,1434,2014,72%,Australia,2.75,Trinitario,Vanuatu
Spencer,"Dominican Republic, lot D82R",1792,2016,70%,Australia,3.5,Trinitario,Dominican Republic
Spencer,"Ecuador, lot E432314L",1792,2016,70%,Australia,3.75,Forastero (Arriba) ASSS,Ecuador
Spencer,"Madagascar, lot M0403R",1792,2016,70%,Australia,3.75,Forastero (Nacional),Madagascar
Spencer,Dominican Republic,1932,2017,70%,U.S.A.,3.75,"Forastero, Trinitario",Dominican Republic
Spencer,Ecuador,1932,2017,70%,U.S.A.,3.5,Criollo (Wild),Ecuador
Spencer,Peru,1932,2017,70%,U.S.A.,2.75,Criollo (Amarru),Peru
Sprungli (Felchlin),Alto Beni,1057,2013,70%,Switzerland,3.0,Criollo,Bolivia
SRSLY,Dominican Republic,1113,2013,70%,U.S.A.,3.0,Forastero (Arriba) ASS,Dominican Republic
SRSLY,Dominican Republic,1121,2013,84%,U.S.A.,2.25,"Forastero(Arriba, CCN)",Dominican Republic
Starchild,Hispaniola,1692,2015,70%,U.S.A.,3.0,Amazon,Dominican Republic
Starchild,"Bolivar, Arriba",1634,2015,70%,U.S.A.,3.0,Forastero (Nacional),Ecuador
Starchild,Cacao Verapaz,1692,2015,70%,U.S.A.,3.0,Criollo (Porcelana),Guatemala
Starchild,Sambirano Valley,1696,2015,70%,U.S.A.,3.0,Trinitario,Madagascar
Starchild,Rio Tuma,1692,2015,70%,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua
Stella (aka Bernrain),India,729,2011,72%,Switzerland,3.25,Criollo (Wild),India
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68%,Switzerland,2.75,Trinitario,Brazil
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84%,U.S.A.,3.5,"Blend-Forastero,Criollo",Ecuador
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70%,U.S.A.,3.5,Blend,Ecuador
Stone Grindz,"Wild Bolivia, batch 260",2012,2017,70%,U.S.A.,2.5,Criollo (Amarru),Bolivia
StRita Supreme,"Samar, East Visayas region",943,2012,75%,U.S.A.,2.75,"Trinitario, TCGA",Philippines
StRita Supreme,"Samar, East Visayas region",939,2012,65%,U.S.A.,2.5,Trinitario (Scavina),Philippines
StRita Supreme,"Samar, East Visayas region",943,2012,70%,U.S.A.,2.5,Criollo (Amarru),Philippines
Sublime Origins,Moho Valley,1157,2013,78%,U.S.A.,3.25,Trinitario,Belize
Sublime Origins,Sambirano,1157,2013,67%,U.S.A.,2.75,Trinitario,Madagascar
Summerbird,Peru,1800,2016,71%,Denmark,3.0,"Criollo, Trinitario",Peru
Summerbird,Peru,1800,2016,61%,Denmark,2.5,"Criollo, Trinitario",Peru
Suruca Chocolate,Venezuela,1796,2016,60%,Venezuela,3.0,Criollo (Porcelana),Venezuela
Suruca Chocolate,Venezuela,1796,2016,70%,Venezuela,2.75,Criollo (Wild),Venezuela
Svenska Kakaobolaget,Sri Lanka,1618,2015,70%,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Szanto Tibor,Crudo,761,2011,70%,Hungary,3.0,Nacional (Arriba),Venezuela
Szanto Tibor,Santo Domingo,939,2012,70%,Hungary,3.25,Blend,Dominican Republic
Szanto Tibor,Millot Plantation,939,2012,70%,Hungary,3.25,Blend,Madagascar
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70%,Hungary,3.75,Trinitario (Scavina),Peru
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70%,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70%,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,Cacao Blanco,1193,2013,70%,Hungary,3.25,Matina,Nicaragua
Szanto Tibor,Baracoa,1263,2014,70%,Hungary,3.75,Trinitario,Cuba
Szanto Tibor,Porcelana,1263,2014,70%,Hungary,3.5,Criollo,Venezuela
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70%,Hungary,3.5,Forastero (Parazinho),Brazil
Szanto Tibor,Baracoa,1704,2015,88%,Hungary,3.25,Trinitario,Cuba
Szanto Tibor,"Winak, Sumaco",1704,2015,70%,Hungary,3.75,Forastero (Nacional),Ecuador
Szanto Tibor,Nacional,1668,2015,70%,Hungary,3.25,Criollo (Porcelana),Ecuador
Szanto Tibor,Ambolikapiky,1704,2015,70%,Hungary,3.25,Trinitario,Madagascar
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70%,Hungary,3.25,Trinitario,Vietnam
Tabal,Costa Rica,1101,2013,70%,U.S.A.,2.75,blend,Costa Rica
Tabal,Dominican Republic,1101,2013,70%,U.S.A.,2.75,EET,Dominican Republic
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70%,U.S.A.,2.5,"Forastero, Trinitario",Mexico
Tabal,Peru,1105,2013,70%,U.S.A.,3.0,Matina,Peru
Tablette (aka Vanillabeans),Colombia,1450,2015,70%,Japan,3.0,EET,Colombia
Tablette (aka Vanillabeans),Papua,1450,2015,62%,Japan,3.25,Trinitario,Papua New Guinea
Tablette (aka Vanillabeans),Trinidad,1680,2015,77%,Japan,2.75,Trinitario,Trinidad
Tablette (aka Vanillabeans),Vietnam,1450,2015,60%,Japan,3.25,Trinitario,Vietnam
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70%,Suriname,3.25,Trinitario,Suriname
Taza,"Dark, Stone Ground",180,2007,70%,U.S.A.,3.0,Forastero (Amelonado),Dominican Republic
Taza,Chiapan,451,2009,75%,U.S.A.,2.75,Nacional (Arriba),Mexico
Taza,Alto Beni,785,2011,87%,U.S.A.,3.25,Trinitario (85% Criollo),Bolivia
Taza,Belize,1271,2014,68%,U.S.A.,3.0,Trinitario,Belize
TCHO,Chocolatey-beta,199,2008,70%,U.S.A.,2.5,Forastero,Ghana
TCHO,Citrus-beta,280,2008,70%,U.S.A.,2.75,"Forastero(Arriba, CCN)",Madagascar
TCHO,Fruity-beta,280,2008,70%,U.S.A.,2.5,Criollo (Ocumare 67),Peru
TCHO,Nutty-beta,284,2008,70%,U.S.A.,2.5,"Blend-Forastero,Criollo",Peru
TCHO,TCHOPro 68,387,2009,68%,U.S.A.,3.0,Amazon,"Ecuador, Mad., PNG"
TCHO,TCHOPro 60.5,387,2009,60%,U.S.A.,2.75,CCN51,"Peru, Madagascar"
TCHO,Peru- Ecuador,915,2012,99%,U.S.A.,3.25,Forastero (Arriba),"Peru, Ecuador"
TCHO,West Africa,1716,2016,62%,U.S.A.,2.0,Forastero,West Africa
Tejas,San Jose,971,2012,67%,U.S.A.,3.25,"Blend-Forastero,Criollo",Bolivia
Tejas,San Jose,829,2012,70%,U.S.A.,2.75,Criollo,Bolivia
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70%,U.S.A.,3.5,Forastero (Parazinho),Brazil
Tejas,Espada,967,2012,70%,U.S.A.,2.75,Nacional (Arriba),Brazil
Tejas,Presidio,805,2012,70%,U.S.A.,3.5,Amazon mix,Dominican Republic
Tejas,"La Bahia, w/ cane juice",817,2012,70%,U.S.A.,3.25,Criollo (Ocumare 67),Ecuador
Tejas,"La Bahia, w/ cane sugar",825,2012,70%,U.S.A.,3.25,Forastero (Arriba),Ecuador
Tejas,Bayou Blend,801,2012,70%,U.S.A.,3.0,Blend,"Ecuador, Mad., PNG"
Tejas,Capistrano*,829,2012,70%,U.S.A.,3.0,blend,Madagascar
Tejas,Concepcion,801,2012,70%,U.S.A.,2.75,Trinitario (85% Criollo),Madagascar
Tejas,Espada,833,2012,70%,U.S.A.,3.25,blend,Mexico
Tejas,Aranama,805,2012,70%,U.S.A.,3.0,blend,Papua New Guinea
Tejas,Capistrano,821,2012,70%,U.S.A.,2.0,Trinitario (Amelonado),Peru
Tejas,Concepcion*,971,2012,80%,U.S.A.,3.0,Forastero (Catongo),Venezuela
Terroir,Ecuador,1323,2014,77%,U.S.A.,3.25,Amazon mix,Ecuador
Terroir,Madagascar,1323,2014,67%,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Uganda,1323,2014,73%,U.S.A.,3.75,Forastero,Uganda
Terroir,Belize,1478,2015,70%,U.S.A.,3.75,Trinitario,Belize
Terroir,Oko Caribe,1554,2015,70%,U.S.A.,3.5,Trinitario (Amelonado),Dominican Republic
Terroir,Ecuador,1482,2015,70%,U.S.A.,3.25,Blend,Ecuador
Terroir,Guatemala,1558,2015,70%,U.S.A.,3.75,Trinitario,Guatemala
Terroir,Madagascar,1478,2015,70%,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Peru,1478,2015,70%,U.S.A.,2.75,Trinitario (Scavina),Peru
The Barn,Peru,1614,2015,70%,Sweden,3.0,"Blend-Forastero,Criollo",Peru
Theo,"Ghana, Kumasi",184,2007,84%,U.S.A.,3.0,Forastero,Ghana
Theo,"Ghana, Panama, Ecuador",188,2007,75%,U.S.A.,3.0,Blend,"Ghana, Panama, Ecuador"
Theo,Ivory Coast,184,2007,75%,U.S.A.,2.5,Trinitario (Scavina),Ivory Coast
Theo,Madagascar,162,2007,65%,U.S.A.,3.5,Trinitario,Madagascar
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91%,U.S.A.,2.0,Blend,Venezuela
Theo,Congo w/ nibs,903,2012,65%,U.S.A.,3.25,Forastero,Congo
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70%,Japan,3.25,"Criollo, Trinitario",Peru
Timo A. Meyer,"Belize, med roast",1836,2016,72%,Germany,3.75,"Trinitario, TCGA",Belize
To'ak (Ecuatoriana),Manabi,1418,2014,81%,Ecuador,3.25,Forastero (Nacional),Ecuador
Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70%,France,4.0,Trinitario,Tobago
Tocoti,Dominican Republic,789,2011,74%,U.S.A.,3.0,Criollo (Ocumare 77),Dominican Republic
Tocoti,Venezuela,789,2011,72%,U.S.A.,2.75,Forastero (Parazinho),Venezuela
Tocoti,"Wild Bolivian, Jungle Love",927,2012,77%,U.S.A.,3.0,Criollo,Bolivia
Tosier,Maya Mtn.,2060,2018,70%,U.K.,3.5,Criollo (Wild),Belize
Tosier,"Alto Beni, 2016",2060,2018,70%,U.K.,3.0,"Trinitario, Criollo",Bolivia
Tosier,Acul du Nard,2064,2018,70%,U.K.,2.75,blend,Haiti
Treehouse,Conacado,1239,2014,72%,U.S.A.,3.0,Forastero (Arriba) ASSS,Dominican Republic
Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,72%,Madagascar,3.5,Blend,Madagascar
twenty-four blackbirds,Dominican Republic,753,2011,73%,U.S.A.,2.75,"Amazon, ICS",Dominican Republic
twenty-four blackbirds,Palos Blancos,1026,2013,75%,U.S.A.,2.5,Criollo (Porcelana),Bolivia
twenty-four blackbirds,Dominican Republic,1022,2013,68%,U.S.A.,3.25,EET,Dominican Republic
twenty-four blackbirds,Madagascar,1235,2014,75%,U.S.A.,3.5,Trinitario,Madagascar
twenty-four blackbirds,Oko Caribe,1700,2015,75%,U.S.A.,2.75,"Amazon, ICS",Dominican Republic
twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75%,U.S.A.,3.5,Beniano,Ecuador
twenty-four blackbirds,Kokoa Kamili,1996,2017,75%,U.S.A.,3.25,Forastero,Tanzania
Two Ravens,Peru,1740,2016,60%,U.S.A.,3.0,Criollo,Peru
Un Dimanche A Paris,Dominican Republic,709,2011,63%,France,3.75,Forastero (Parazinho),Dominican Republic
Uncouth,Dominican Republic,2000,2017,75%,Canada,2.75,Forastero (Amelonado),Dominican Republic
Uncouth,Guatemala,2004,2017,75%,Canada,3.25,Trinitario (Amelonado),Guatemala
Uncouth,Tanzania,2004,2017,75%,Canada,3.0,Matina,Tanzania
Undone,"San Francisco de Macoris, Nourish",1438,2014,70%,U.S.A.,3.0,Forastero (Arriba),Dominican Republic
Undone,Matagalpa,1438,2014,74%,U.S.A.,2.75,Criollo (Amarru),Nicaragua
Upchurch,"Madagascar, Sassy Bar",1752,2016,72%,U.S.A.,3.0,Trinitario,Madagascar
Upchurch,"Tanzania, Party Bar",1752,2016,72%,U.S.A.,3.25,Criollo (Ocumare 67),Tanzania
Urzi,"Sur del Lago, Merida",1327,2014,65%,Italy,3.25,Trinitario,Venezuela
Uto Pick,"Sierra Nevada, Tutu Iku",1968,2017,70%,Spain,3.75,Forastero (Nacional),Colombia
Valrhona,Caraibe,63,2006,66%,France,3.0,Trinitario,Carribean
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,64%,France,3.5,Trinitario,Madagascar
Valrhona,Guanaja,63,2006,70%,France,4.0,"Criollo, Trinitario",South America
Valrhona,Gran Couva 2005 P.,75,2006,64%,France,2.5,Trinitario,Trinidad
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64%,France,3.0,Criollo (Porcelana),Venezuela
Valrhona,Manjari,129,2007,64%,France,4.0,"Criollo, Trinitario",Madagascar
Valrhona,Chuao 2002 P.,129,2007,65%,France,3.75,Trinitario,Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64%,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,Araguani,117,2007,72%,France,3.0,Blend,"Venezuela, Carribean"
Valrhona,Le Noir Amer,157,2007,71%,France,2.75,Forastero,West Africa
Valrhona,Abinao,153,2007,85%,France,2.5,Forastero,West Africa
Valrhona,Le Noir Extra Amer,147,2007,85%,France,1.5,"Trinitario, Nacional","Peru, Belize"
Valrhona,Tainori,327,2009,64%,France,3.75,Forastero (Nacional),Dominican Republic
Valrhona,Alpaco,370,2009,66%,France,3.75,Trinitario (85% Criollo),Ecuador
Valrhona,Nyangbo,395,2009,68%,France,3.5,Forastero,Ghana
Valrhona,"Porcelana, Pedegral",757,2011,64%,France,4.0,Criollo,Venezuela
Valrhona,Caraque,709,2011,56%,France,3.25,Forastero,Papua New Guinea
Valrhona,"Otucan, Grand Cru",931,2012,69%,France,4.0,Criollo (Porcelana),Venezuela
Valrhona,"Loma Sotavento, 2013",1153,2013,64%,France,3.5,Amazon mix,Dominican Republic
Valrhona,"Andoa, Grand Cru blend",1145,2013,70%,France,3.5,Nacional (Arriba),Carribean(DR/Jam/Tri)
Valrhona,"Piura, Illanka, Quemazon",1510,2015,63%,France,4.0,Criollo (Amarru),Peru
Valrhona,Oriado,1972,2017,60%,France,3.25,Blend,"Peru, Dom. Rep"
Vanleer (Barry Callebaut),Napa,963,2012,65%,U.S.A.,2.75,Forastero,Ghana
Vanleer (Barry Callebaut),Manhattan,963,2012,72%,U.S.A.,2.5,Forastero,Ghana
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64%,Madagascar,3.25,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70%,Madagascar,3.0,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68%,Madagascar,3.0,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80%,Madagascar,2.75,Trinitario,Madagascar
Vicuna,Palos Blancos,1470,2015,70%,U.S.A.,3.25,Forastero (Arriba) ASS,Bolivia
Vicuna,Palos Blancos + nibs,1470,2015,70%,U.S.A.,3.25,"Forastero, Trinitario",Bolivia
Videri,Classic,991,2012,70%,U.S.A.,3.25,Trinitario,Central and S. America
Videri,Dark,1117,2013,90%,U.S.A.,3.75,CCN51,Central and S. America
Videri,Dominican Republic,1211,2014,90%,U.S.A.,3.25,"Forastero, Trinitario",Dominican Republic
Videri,Mindo,1227,2014,75%,U.S.A.,3.5,"Trinitario, Criollo",Ecuador
Videri,Trinidad,1211,2014,75%,U.S.A.,3.5,Trinitario,Trinidad
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70%,France,3.5,Trinitario,Vietnam
Vintage Plantations,San Martin,1205,2014,75%,U.S.A.,3.0,"Forastero, Trinitario",Peru
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75%,U.S.A.,3.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65%,U.S.A.,3.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100%,U.S.A.,2.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90%,U.S.A.,2.0,Forastero (Arriba),Ecuador
Violet Sky,Moho River Valley,1458,2015,77%,U.S.A.,3.0,"Criollo, Trinitario",Belize
Violet Sky,Cahabon,1502,2015,77%,U.S.A.,2.75,Trinitario,Guatemala
Violet Sky,Sambirano Valley,1458,2015,77%,U.S.A.,2.75,Trinitario,Madagascar
Violet Sky,Peru,1458,2015,77%,U.S.A.,3.25,"Criollo, Trinitario",Peru
Violet Sky,Cuyagua,1458,2015,77%,U.S.A.,3.0,Criollo,Venezuela
Vivra,Dominican Republic,1724,2016,70%,U.S.A.,3.0,Criollo (Ocumare 77),Dominican Republic
Vivra,Peru,1720,2016,70%,U.S.A.,2.5,"Forastero(Arriba, CCN)",Peru
Vivra,Ocumare,1720,2016,70%,U.S.A.,2.5,Amazon,Venezuela
Wellington Chocolate Factory,Conacado,1756,2016,70%,New Zealand,3.5,Trinitario,Dominican Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70%,New Zealand,3.5,Amazon,Peru
Wellington Chocolate Factory,Samoa,2012,2017,77%,New Zealand,3.0,"Trinitario, Criollo",Samoa
White Label,Alto Beni,2096,2018,72%,U.S.A.,3.0,"Criollo, Trinitario",Bolivia
White Label,Kokoa Kamili,2092,2018,68%,U.S.A.,3.0,"Criollo, Forastero",Tanzania
Whittakers,Ghana,733,2011,72%,New Zealand,2.5,Forastero,Ghana
Wilkie's Organic,Tumbes,1169,2013,75%,Ireland,3.25,Criollo,Peru
Wilkie's Organic,Amazonas,1169,2013,89%,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75%,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Amazonas,1169,2013,75%,Ireland,2.5,Criollo,Peru
Willie's Cacao,San Martin,457,2009,70%,U.K.,3.0,Forastero (Amelonado),Peru
Willie's Cacao,Rio Caribe,457,2009,72%,U.K.,3.25,Trinitario,Venezuela
Willie's Cacao,Java,593,2010,69%,U.K.,3.75,Forastero (Nacional),Indonesia
Willie's Cacao,Sambirano,593,2010,71%,U.K.,3.0,Trinitario,Madagascar
Willie's Cacao,Hacienda Las Trincheras,593,2010,72%,U.K.,3.5,Forastero (Nacional),Venezuela
Willie's Cacao,"Java, Indonesian Black",1109,2013,100%,U.K.,2.25,Criollo (Ocumare 77),Indonesia
Willie's Cacao,Los Llanos,1227,2014,88%,U.K.,3.0,Trinitario,Colombia
Willie's Cacao,Los Llanos,1848,2016,70%,U.K.,4.0,CCN51,Colombia
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76%,U.S.A.,3.5,"Criollo, +",Bolivia
Wm,"Ghana, 2013, batch 129",1916,2016,75%,U.S.A.,3.75,Criollo (Amarru),Ghana
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74%,U.S.A.,3.0,Criollo,Venezuela
Woodblock,La Red,769,2011,70%,U.S.A.,3.5,"Blend-Forastero,Criollo",Dominican Republic
Woodblock,Ocumare,741,2011,70%,U.S.A.,4.0,Forastero (Parazinho),Venezuela
Woodblock,Costa Rica,825,2012,70%,U.S.A.,3.0,"Criollo, Trinitario",Costa Rica
Woodblock,Ecuador,825,2012,70%,U.S.A.,2.5,"Criollo, Forastero",Ecuador
Woodblock,Sambirano,951,2012,70%,U.S.A.,3.25,Trinitario,Madagascar
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70%,U.S.A.,3.25,blend,Ecuador
Woodblock,Gran Couva,1042,2013,70%,U.S.A.,3.5,Trinitario,Trinidad
Woodblock,"Maranon, Cajamarca",1243,2014,70%,U.S.A.,3.0,Forastero (Nacional),Peru
Xocolat,Hispaniola,1057,2013,66%,Dominican Republic,3.0,Blend,Dominican Republic
Xocolla,"Hispaniola, batch 170104",1948,2017,70%,U.S.A.,2.5,Criollo (Amarru),Dominican Republic
Xocolla,"Sambirano, batch 170102",1948,2017,70%,U.S.A.,2.75,Forastero (Catongo),Madagascar
Zak's,"Belize, Batch 2",1578,2015,70%,U.S.A.,3.5,Trinitario,Belize
Zak's,"Dominican Republic, Batch D2",1578,2015,70%,U.S.A.,3.25,"Trinitario, Nacional",Dominican Republic
Zak's,"Madagascar, Batch 2",1578,2015,70%,U.S.A.,3.25,Trinitario,Madagascar
Zak's,"Papua New Guinea, Batch 2",1574,2015,70%,U.S.A.,3.0,Forastero,Papua New Guinea
Zak's,"Peru, Batch 1",1578,2015,70%,U.S.A.,3.25,"Forastero, Trinitario",Peru
Zak's,"House Blend, Batch 2",1582,2015,60%,U.S.A.,3.0,Trinitario,Grenada
Zart Pralinen,UNOCACE,1824,2016,70%,Austria,2.75,Nacional (Arriba),Ecuador
Zart Pralinen,"Millot P., Ambanja",1820,2016,70%,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70%,Austria,3.5,"Criollo, Trinitario",Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85%,Austria,3.0,"Criollo, Trinitario",Tanzania
Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78%,Austria,3.5,Trinitario,Trinidad
Zart Pralinen,San Juan Estate,1824,2016,85%,Austria,2.75,Trinitario,Trinidad
Zokoko,"Tranquilidad, Baures",701,2011,72%,Australia,3.75,Criollo (Ocumare),Bolivia
Zokoko,Alto Beni,697,2011,68%,Australia,3.5,Blend,Bolivia
Zokoko,Tokiala,701,2011,66%,Australia,3.5,Trinitario,Papua New Guinea
Zokoko,Guadalcanal,1716,2016,78%,Australia,3.75,Forastero (Arriba) ASSS,Solomon Islands
Zokoko,Goddess Blend,1780,2016,65%,Australia,3.25,Nacional,Madagascar & Ecuador
Zoto (Chocolatoa),"El Castillero, batch ca1705, 3 turns",2048,2018,70%,Belgium,3.75,Trinitario,Nicaragua
Zoto (Chocolatoa),Rugoso,2064,2018,75%,Belgium,3.25,Criollo (Wild),Nicaragua
Zoto (Chocolatoa),"Jeru Antiguo, batch jan705, 2 turns",2044,2018,72%,Belgium,3.0,Trinitario,Nicaragua
Zotter,"Brazil, Mitzi Blue",486,2010,65%,Austria,3.0,Trinitario (Scavina),Brazil
Zotter,Congo,749,2011,65%,Austria,3.0,Forastero,Congo
Zotter,Kerala State,749,2011,65%,Austria,3.5,Forastero,India
Zotter,Kerala State,781,2011,62%,Austria,3.25,"Criollo, Forastero",India
Zotter,Peru,647,2011,70%,Austria,3.75,"Forastero(Arriba, CCN)",Peru
Zotter,El Ceibo Coop,879,2012,90%,Austria,3.25,Criollo (Ocumare),Bolivia
Zotter,"Kongo, Highlands",883,2012,68%,Austria,3.25,Forastero,Congo
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62%,Austria,3.75,Criollo (Porcelana),Dominican Republic
Zotter,Santo Domingo,879,2012,70%,Austria,3.75,Criollo (Ocumare),Dominican Republic
Zotter,El Oro,879,2012,75%,Austria,3.0,Forastero (Nacional),Ecuador
Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72%,Austria,3.5,blend,Panama
Zotter,Huiwani Coop,879,2012,75%,Austria,3.0,"Criollo, Trinitario",Papua New Guinea
Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70%,Austria,3.5,Criollo (Amarru),Peru
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70%,Austria,3.0,Criollo (Amarru),Peru
Zotter,Amazonas Frucht,801,2012,65%,Austria,3.5,"Trinitario, Criollo","Nicaragua, Madagascar"
Zotter,"Indianer, Raw",883,2012,58%,Austria,3.5,"Criollo, Forastero","Dominican Rep., Bali"
Zotter,Raw,1205,2014,80%,Austria,2.75,Forastero (Arriba),Cameroon
Zotter,"APROCAFA, Acandi",1996,2017,75%,Austria,3.75,Criollo (Ocumare 61),Colombia
Zotter,"Dry Aged, 30 yr Anniversary bar",2036,2018,75%,Austria,3.0,blend,blend
